ciudad,genero,edad,direccion,famtam,estadoP,eduM,eduP,trabM,trabP,razon,asistioNMM,internet,tutor,tpoviaje,tpoestudio,areprobadas,apoyoextra,apoyofam,extrapaga,activextra,qsuperior,pololea,qfamrel,tpolibre,saleamigos,salud,inasistencia,G1,G2,G3,nivelalco
La Serena,F,20,RUR,MQ3,SEP,4,0,salud,en_casa,otro,no,si,madre,3,3,2,no,si,no,si,si,si,5,5,1,5,9,2.5,1,1.6,BAJO
Valparaiso,M,25,RUR,MI3,JUN,4,1,profesor,servicios,otro,no,si,padre,1,2,3,no,no,no,si,si,si,3,2,5,5,7,4.9,4.8,4.7,ALTO
La Serena,M,21,RUR,MQ3,SEP,4,3,salud,profesor,curriculo,si,si,padre,2,3,3,si,no,si,si,si,no,4,4,1,5,9,6.7,5.2,5.4,BAJO
Valparaiso,F,19,URB,MQ3,SEP,1,1,otro,en_casa,cercania,no,no,otro,2,1,1,no,si,no,no,si,si,5,3,2,4,13,3.8,3.5,3.5,ALTO
Valparaiso,F,19,URB,MI3,SEP,4,2,en_casa,servicios,otro,no,si,padre,1,4,0,no,si,no,no,si,si,3,3,2,1,21,3.7,4,4.2,BAJO
La Serena,M,18,URB,MQ3,SEP,4,1,servicios,otro,curriculo,si,no,madre,4,2,3,si,no,no,no,no,si,5,5,4,1,7,4.1,3.5,4.3,ALTO
Valparaiso,M,21,RUR,MI3,JUN,0,3,en_casa,en_casa,cercania,no,no,otro,3,1,3,no,no,si,no,no,si,4,5,4,3,13,4.9,4,4.6,BAJO
Valparaiso,M,21,RUR,MI3,SEP,2,4,otro,profesor,reputacion,si,si,otro,4,4,3,si,si,no,si,no,si,4,5,2,5,17,4.3,6.4,5.7,BAJO
La Serena,F,19,URB,MI3,SEP,3,4,salud,profesor,reputacion,no,si,otro,1,1,0,si,no,si,no,si,no,2,4,3,2,14,2.5,4,3.7,BAJO
Valparaiso,M,18,RUR,MQ3,JUN,4,4,salud,profesor,curriculo,no,si,otro,3,1,0,si,si,no,si,no,no,2,2,1,3,56,1.8,1.8,1.8,BAJO
La Serena,F,20,RUR,MI3,SEP,1,1,otro,otro,cercania,si,si,padre,4,4,2,no,si,si,si,si,no,5,5,5,3,13,4.6,4,4.9,BAJO
Valparaiso,F,25,URB,MI3,SEP,3,3,profesor,salud,curriculo,no,si,madre,3,4,2,no,no,si,si,si,si,5,1,5,5,26,6.4,4.6,6.7,BAJO
Valparaiso,F,19,URB,MQ3,JUN,3,1,otro,otro,curriculo,si,si,otro,2,2,0,si,si,si,si,no,si,2,1,1,1,21,4.3,5.2,4.9,BAJO
Valparaiso,F,21,URB,MI3,SEP,2,3,otro,salud,curriculo,si,si,madre,4,3,3,si,si,si,si,si,si,4,4,4,4,15,3.6,6.4,5.8,NORMAL
La Serena,F,23,URB,MI3,JUN,2,1,servicios,en_casa,reputacion,no,si,otro,2,2,3,si,no,si,no,no,si,3,4,2,2,17,4.7,6.7,5.9,MUYBAJO
La Serena,M,18,RUR,MQ3,SEP,2,1,otro,otro,otro,si,si,otro,3,3,1,si,si,si,si,si,no,2,5,5,3,21,6.7,3.7,7,BAJO
La Serena,F,22,URB,MI3,JUN,4,3,servicios,otro,otro,no,si,padre,2,2,1,si,si,si,no,si,si,2,4,4,3,23,3.4,5.2,6.4,NORMAL
La Serena,F,25,URB,MQ3,JUN,3,4,servicios,servicios,curriculo,no,no,madre,1,2,2,no,si,si,si,no,si,4,1,4,4,19,4.1,4.3,3.5,MUYALTO
Valparaiso,F,23,RUR,MI3,SEP,2,2,servicios,otro,cercania,si,si,otro,3,4,1,si,no,no,si,no,si,1,2,2,1,56,2.1,1.7,2.3,BAJO
La Serena,M,22,RUR,MI3,JUN,2,4,otro,profesor,cercania,no,si,otro,4,2,1,si,si,si,no,si,si,4,1,2,4,10,3.1,5.8,4.6,NORMAL
Valparaiso,F,20,URB,MQ3,SEP,4,3,en_casa,profesor,reputacion,si,si,padre,2,2,3,no,no,no,no,no,si,2,4,5,5,4,3.5,3.5,3.9,ALTO
La Serena,M,25,RUR,MQ3,JUN,4,4,profesor,profesor,reputacion,no,no,otro,3,1,2,no,no,si,no,si,no,3,1,5,5,25,3.7,3.5,3.4,ALTO
Valparaiso,M,21,RUR,MQ3,SEP,4,3,salud,salud,reputacion,no,si,madre,1,4,0,si,no,no,no,si,no,5,3,2,3,20,3.9,3.9,3.8,ALTO
La Serena,M,20,RUR,MQ3,JUN,1,0,en_casa,otro,curriculo,si,no,madre,4,1,0,si,no,si,si,si,no,4,4,5,1,0,3.2,2.9,3.1,ALTO
Valparaiso,M,25,RUR,MQ3,JUN,4,4,profesor,en_casa,otro,si,si,otro,1,2,1,si,no,si,si,no,no,3,2,4,2,22,2.2,3.7,2.7,BAJO
La Serena,F,20,URB,MI3,JUN,1,4,servicios,salud,cercania,si,no,padre,4,4,2,no,si,no,no,si,no,2,3,5,4,18,4,4.9,4.7,BAJO
La Serena,M,23,RUR,MQ3,SEP,3,3,salud,profesor,curriculo,no,no,madre,1,4,3,no,si,si,si,no,si,4,2,4,1,21,5.8,4.9,6.7,BAJO
Valparaiso,M,19,RUR,MI3,JUN,4,2,otro,otro,otro,no,si,madre,2,1,0,no,si,si,si,si,si,5,5,4,5,8,6.1,5.8,6.7,NORMAL
La Serena,M,21,URB,MQ3,SEP,2,4,en_casa,salud,cercania,no,no,madre,1,4,0,no,si,no,no,si,no,5,1,5,4,8,4.3,3.7,4.3,MUYALTO
Valparaiso,M,19,RUR,MQ3,SEP,0,2,otro,servicios,cercania,si,si,madre,1,4,3,si,si,no,no,si,si,3,4,4,5,15,1.9,2.5,2.3,BAJO
Valparaiso,F,20,RUR,MI3,JUN,2,1,otro,en_casa,otro,si,si,padre,1,1,3,si,no,si,si,no,no,4,3,5,2,21,5.2,6.7,5.4,BAJO
Valparaiso,F,25,URB,MQ3,JUN,3,0,profesor,servicios,reputacion,no,no,otro,4,3,2,si,si,no,no,no,no,2,4,3,3,15,4.6,4.8,4.5,ALTO
La Serena,F,21,RUR,MQ3,JUN,2,4,en_casa,en_casa,otro,si,no,otro,3,3,2,si,si,no,no,si,si,3,1,3,3,3,4.3,6.4,5.8,BAJO
La Serena,F,22,URB,MI3,SEP,2,4,en_casa,profesor,cercania,si,no,madre,1,1,1,si,si,no,no,si,no,4,5,2,5,20,6.7,3.7,5.4,BAJO
La Serena,F,20,URB,MI3,SEP,3,0,en_casa,servicios,otro,no,si,otro,2,3,3,si,no,si,si,si,si,1,5,3,5,6,6.1,5.8,6.5,BAJO
La Serena,M,18,RUR,MQ3,SEP,3,4,salud,profesor,cercania,no,no,otro,3,4,2,no,si,no,no,no,no,4,4,5,5,16,4,3.6,3.4,ALTO
Valparaiso,F,21,RUR,MQ3,SEP,0,0,en_casa,servicios,curriculo,si,si,madre,4,3,1,si,si,no,si,no,si,3,3,2,1,2,4.3,3.6,4.1,ALTO
La Serena,F,20,URB,MI3,SEP,0,0,servicios,otro,otro,si,si,madre,1,2,1,no,no,si,si,si,si,4,2,4,4,12,3.1,3.8,3,ALTO
La Serena,M,19,RUR,MQ3,JUN,2,1,otro,servicios,reputacion,si,no,otro,1,2,3,si,no,no,no,si,no,2,3,5,5,75,2.1,1.7,2.2,BAJO
La Serena,M,22,RUR,MQ3,SEP,0,3,servicios,profesor,otro,si,si,padre,3,1,0,no,no,si,no,si,no,2,5,1,2,10,4.5,4.3,4.7,ALTO
Valparaiso,F,25,RUR,MI3,SEP,2,3,otro,profesor,reputacion,no,no,madre,4,2,3,si,no,si,no,no,si,5,4,1,5,6,4.9,4.3,4.7,ALTO
Valparaiso,F,23,RUR,MI3,SEP,4,3,otro,salud,reputacion,si,no,otro,1,2,3,si,no,no,no,no,no,5,1,3,4,28,4.9,4.2,4.6,ALTO
Valparaiso,M,20,RUR,MI3,SEP,3,4,salud,salud,reputacion,no,si,otro,1,2,3,si,no,si,no,si,no,2,5,2,5,14,3.7,3.6,3.4,ALTO
Valparaiso,F,21,RUR,MQ3,SEP,3,1,profesor,servicios,curriculo,si,no,otro,2,4,3,no,si,no,no,no,si,5,1,1,1,10,4.3,4.6,4.9,BAJO
Valparaiso,M,23,RUR,MQ3,SEP,1,3,servicios,profesor,cercania,no,si,padre,4,2,1,si,no,si,si,si,no,1,4,3,4,14,4,4.3,6.4,NORMAL
Valparaiso,M,22,RUR,MQ3,JUN,4,4,profesor,profesor,reputacion,si,no,otro,4,3,2,no,si,si,no,si,si,1,3,2,1,30,4.3,3.6,3.5,ALTO
Valparaiso,F,20,URB,MQ3,JUN,4,3,profesor,profesor,otro,si,no,otro,1,4,1,si,no,no,no,si,si,5,5,3,5,7,3.4,1,2,BAJO
La Serena,F,23,URB,MQ3,SEP,2,4,servicios,profesor,otro,si,no,padre,1,2,0,no,si,si,no,si,si,5,4,4,3,0,2.8,6.7,5,BAJO
Valparaiso,M,22,URB,MI3,SEP,3,4,salud,en_casa,curriculo,no,no,madre,3,2,0,no,si,si,no,no,si,3,5,5,2,28,6.4,5.8,5.6,BAJO
Valparaiso,M,25,URB,MI3,JUN,2,4,otro,servicios,cercania,si,si,otro,1,1,3,si,no,no,si,si,no,5,4,2,4,4,4.3,5.2,5.5,BAJO
La Serena,F,21,URB,MI3,JUN,2,3,servicios,servicios,reputacion,no,no,padre,2,1,1,no,si,no,si,si,no,4,5,2,3,26,4.9,3.4,4.6,BAJO
La Serena,F,25,URB,MI3,JUN,3,3,en_casa,salud,cercania,no,no,padre,2,3,2,no,si,no,no,si,no,4,2,4,4,9,2.8,6.7,4.4,NORMAL
La Serena,F,25,RUR,MQ3,JUN,3,1,otro,en_casa,otro,no,si,padre,1,2,2,no,no,no,no,no,no,4,5,2,1,8,6.1,3.4,4.5,BAJO
La Serena,F,22,RUR,MI3,SEP,3,3,servicios,salud,cercania,si,no,padre,1,4,3,si,si,no,no,si,si,2,4,5,4,22,5.2,3.4,4.1,BAJO
Valparaiso,F,20,URB,MQ3,SEP,3,3,salud,salud,reputacion,no,no,madre,1,1,0,no,si,si,si,si,si,1,3,2,5,7,2.8,6.4,5.2,NORMAL
La Serena,M,25,URB,MQ3,JUN,1,2,servicios,otro,cercania,si,si,madre,3,2,1,no,no,si,si,si,si,2,5,1,5,26,3.7,6.1,5.6,BAJO
La Serena,M,19,URB,MQ3,SEP,1,3,servicios,profesor,curriculo,si,si,padre,3,3,1,no,si,si,no,si,si,4,5,5,4,12,6.7,3.4,5.4,BAJO
La Serena,F,22,RUR,MQ3,JUN,3,3,salud,salud,otro,no,no,padre,3,1,3,si,si,no,no,no,si,2,3,5,2,18,3.6,4.9,5.5,BAJO
Valparaiso,M,20,RUR,MI3,JUN,3,3,salud,en_casa,otro,no,si,padre,4,4,0,no,si,si,no,si,si,1,3,5,2,6,6.1,6.1,6.3,NORMAL
La Serena,M,18,URB,MI3,JUN,0,4,otro,salud,curriculo,no,no,padre,1,4,2,si,no,si,si,no,si,2,4,2,5,25,6.1,3.4,4.9,BAJO
La Serena,F,19,URB,MQ3,JUN,4,4,profesor,salud,curriculo,si,no,padre,1,2,3,si,no,si,no,no,no,2,4,1,2,22,6.1,6.7,5.8,BAJO
Valparaiso,F,22,RUR,MQ3,JUN,2,3,en_casa,otro,curriculo,no,si,padre,3,2,2,no,si,no,no,no,si,3,4,5,3,12,6.1,6.4,6.4,BAJO
Valparaiso,M,20,RUR,MI3,SEP,4,2,salud,otro,reputacion,no,si,otro,3,3,0,si,no,no,no,si,no,4,1,2,1,14,3.9,3.2,3.4,ALTO
La Serena,F,18,RUR,MI3,JUN,3,3,servicios,en_casa,reputacion,no,si,otro,2,3,2,si,si,no,no,si,si,4,5,5,1,12,4.6,3.1,6.4,NORMAL
Valparaiso,F,19,RUR,MI3,JUN,3,4,salud,salud,curriculo,si,no,madre,3,4,0,si,no,no,no,si,no,2,1,2,1,23,4.2,3.3,3.7,ALTO
La Serena,M,18,RUR,MI3,JUN,4,2,otro,otro,reputacion,no,no,madre,4,2,2,no,si,si,no,no,si,2,1,3,1,22,4.9,4.8,4.5,ALTO
Valparaiso,F,21,URB,MI3,SEP,4,4,profesor,profesor,curriculo,si,si,padre,4,2,3,no,no,si,si,no,no,3,1,1,1,14,3.6,3.6,3.9,ALTO
Valparaiso,M,19,RUR,MQ3,JUN,1,3,servicios,profesor,reputacion,no,no,madre,4,3,3,no,no,no,no,no,no,3,1,4,3,3,3,3.4,3,ALTO
Valparaiso,F,18,RUR,MI3,JUN,0,4,en_casa,profesor,otro,no,si,otro,2,1,3,si,si,no,si,si,si,5,2,5,4,8,6.4,4.6,6.3,NORMAL
Valparaiso,M,22,URB,MQ3,SEP,4,1,servicios,en_casa,reputacion,no,si,madre,2,3,0,si,si,si,no,no,si,5,4,5,2,21,4,4.3,4.2,ALTO
La Serena,M,25,URB,MI3,SEP,3,4,servicios,en_casa,curriculo,si,no,otro,4,1,3,si,si,si,no,si,no,2,3,4,2,19,3.6,3.4,4.2,MUYALTO
La Serena,F,25,URB,MQ3,JUN,3,3,profesor,salud,reputacion,si,si,madre,3,4,3,no,si,si,no,no,si,3,1,3,1,22,5.2,3.1,6.4,BAJO
Valparaiso,M,18,URB,MQ3,SEP,4,3,profesor,profesor,otro,si,no,otro,3,3,0,no,si,si,no,si,si,3,3,1,2,14,3.4,4.3,4.4,BAJO
La Serena,M,25,URB,MI3,JUN,1,4,otro,profesor,otro,no,no,madre,3,3,3,no,no,si,no,si,si,3,4,3,2,75,1.9,1.7,2.2,NORMAL
Valparaiso,F,19,URB,MI3,JUN,1,1,servicios,servicios,curriculo,no,si,otro,4,2,1,no,no,no,no,si,no,5,2,3,5,22,3.3,3.6,3.5,ALTO
Valparaiso,M,25,URB,MQ3,JUN,1,0,otro,en_casa,reputacion,si,si,otro,1,1,3,no,no,no,si,si,no,2,4,5,5,15,5.2,4.6,6.1,BAJO
Valparaiso,M,25,RUR,MQ3,SEP,4,1,en_casa,servicios,reputacion,si,no,otro,3,3,3,si,no,no,si,si,no,3,3,4,2,8,4,5.8,5.5,NORMAL
Valparaiso,F,21,RUR,MI3,SEP,4,3,profesor,servicios,reputacion,no,no,otro,2,4,3,no,si,no,no,si,no,2,5,3,5,75,1.8,2,1.6,ALTO
La Serena,M,20,RUR,MI3,JUN,1,4,en_casa,otro,otro,si,no,otro,2,2,3,si,no,no,si,si,no,2,4,2,3,6,3.5,3.5,3.5,ALTO
Valparaiso,M,19,RUR,MQ3,JUN,3,3,otro,otro,curriculo,no,no,padre,1,2,0,si,si,no,no,si,no,2,3,1,2,30,4,3.4,3.5,BAJO
La Serena,F,22,RUR,MI3,SEP,4,3,salud,en_casa,curriculo,no,si,otro,3,4,1,si,no,no,no,si,no,1,2,1,2,56,2.3,2.2,2.2,NORMAL
Valparaiso,F,18,RUR,MQ3,SEP,0,1,servicios,servicios,reputacion,si,no,madre,1,2,2,no,si,si,si,si,si,2,3,5,1,22,4,5.5,6.4,NORMAL
Valparaiso,M,19,RUR,MQ3,SEP,2,2,servicios,otro,reputacion,no,si,otro,3,1,1,si,no,no,si,si,si,1,2,4,4,24,3.6,3.5,3.9,MUYALTO
La Serena,F,23,URB,MQ3,JUN,4,3,otro,profesor,cercania,no,no,madre,4,1,0,si,si,si,si,si,si,3,4,2,4,13,3.4,6.1,4.9,NORMAL
Valparaiso,M,20,RUR,MQ3,JUN,2,4,en_casa,profesor,reputacion,no,si,madre,3,3,3,no,no,no,si,si,no,4,3,4,2,22,4.6,6.1,5.6,BAJO
La Serena,F,18,RUR,MI3,SEP,4,2,salud,servicios,curriculo,si,no,madre,3,4,0,no,si,no,no,si,no,1,4,1,5,26,4.2,3.2,3.3,MUYALTO
Valparaiso,F,25,URB,MQ3,JUN,4,4,servicios,profesor,curriculo,si,no,madre,4,1,2,no,no,no,no,no,si,5,2,2,2,10,3.3,3.7,3.6,ALTO
La Serena,F,22,RUR,MQ3,JUN,1,4,otro,profesor,otro,si,si,madre,4,1,3,no,si,si,si,si,si,3,3,2,5,23,6.7,2.8,4.3,NORMAL
Valparaiso,F,18,RUR,MQ3,JUN,3,4,salud,otro,curriculo,si,si,padre,4,4,2,si,si,no,si,no,no,1,4,1,4,24,4.7,4.6,3.5,ALTO
Valparaiso,F,22,RUR,MQ3,SEP,3,3,profesor,salud,otro,no,no,otro,3,2,1,si,si,no,no,si,si,2,2,5,2,1,6.4,4.9,5.8,BAJO
La Serena,M,22,URB,MQ3,SEP,3,4,en_casa,servicios,otro,si,si,otro,4,2,1,no,si,si,no,si,no,2,5,4,5,26,6.1,3.8,4.6,BAJO
La Serena,M,22,RUR,MQ3,SEP,4,3,otro,salud,curriculo,no,si,padre,1,4,3,si,si,no,no,si,no,1,4,2,4,2,4.2,4.2,4.2,ALTO
La Serena,F,18,RUR,MI3,SEP,3,3,salud,servicios,otro,si,si,padre,4,2,3,no,no,no,si,no,si,4,1,4,3,5,3.1,1,2.5,MUYBAJO
Valparaiso,F,19,RUR,MI3,SEP,4,4,otro,salud,cercania,si,si,madre,4,1,2,si,no,no,si,si,no,5,2,1,5,8,5.8,4.8,4.9,NORMAL
La Serena,M,20,URB,MQ3,SEP,4,1,salud,en_casa,otro,si,si,madre,1,2,1,no,si,si,no,si,si,3,1,5,3,2,4,4.9,4.9,NORMAL
La Serena,F,25,URB,MQ3,SEP,0,2,servicios,en_casa,cercania,si,si,otro,1,1,2,si,no,si,si,si,si,1,4,3,5,20,4,3.6,3.2,ALTO
La Serena,F,23,RUR,MQ3,SEP,3,3,salud,profesor,curriculo,no,si,padre,1,1,0,si,si,si,no,si,si,2,4,4,3,2,4,6.7,5.7,NORMAL
Valparaiso,F,22,RUR,MI3,JUN,3,4,salud,en_casa,otro,si,no,madre,1,4,2,si,no,si,no,si,si,1,1,2,4,30,4.6,6.1,5,BAJO
Valparaiso,F,20,RUR,MI3,SEP,0,4,en_casa,profesor,cercania,si,si,madre,4,3,2,no,no,no,no,si,no,5,4,1,5,0,5.2,2.8,4.2,BAJO
Valparaiso,F,21,RUR,MQ3,SEP,3,2,otro,servicios,otro,no,no,otro,1,3,2,si,no,si,si,si,no,2,4,1,1,9,6.4,4,5.7,BAJO
La Serena,M,20,RUR,MI3,JUN,3,4,salud,profesor,reputacion,si,si,madre,1,4,0,si,si,no,si,no,si,2,4,3,5,17,3.9,4.1,3.8,ALTO
La Serena,M,19,URB,MQ3,SEP,2,0,servicios,otro,cercania,no,si,padre,2,2,3,si,si,no,si,si,si,1,5,1,5,26,5.5,6.1,6.4,BAJO
Valparaiso,F,20,RUR,MQ3,SEP,0,3,en_casa,en_casa,curriculo,no,si,padre,4,1,0,no,si,no,no,si,no,2,5,2,2,19,3.7,3.6,3.6,ALTO
La Serena,F,19,RUR,MQ3,JUN,3,3,profesor,servicios,otro,si,no,otro,2,4,2,no,si,si,si,no,no,4,1,5,3,2,3.7,1,3.7,NORMAL
Valparaiso,M,21,RUR,MI3,JUN,1,4,en_casa,otro,otro,si,si,padre,4,3,1,si,no,si,si,si,no,3,2,4,4,30,4.2,4,3.5,ALTO
La Serena,M,25,RUR,MI3,SEP,2,4,otro,servicios,curriculo,si,no,otro,3,1,3,no,no,si,si,si,si,1,5,4,3,14,4.9,3.7,4.6,BAJO
La Serena,M,18,RUR,MQ3,SEP,4,1,servicios,en_casa,cercania,no,si,padre,1,2,0,no,si,si,si,no,si,5,3,1,3,15,4,3.6,3.2,ALTO
Valparaiso,F,20,URB,MI3,JUN,3,0,otro,servicios,cercania,si,no,padre,1,2,1,si,no,si,si,no,no,4,2,3,5,24,3.1,3.7,3.6,BAJO
La Serena,F,20,RUR,MI3,SEP,3,1,salud,en_casa,cercania,no,no,otro,3,1,0,si,si,no,si,no,si,2,4,4,5,12,2.5,4,3.6,BAJO
La Serena,M,20,RUR,MI3,JUN,0,3,en_casa,profesor,otro,no,si,padre,4,2,0,si,si,si,no,si,no,5,3,3,1,28,4.3,3.6,3.6,ALTO
La Serena,M,25,URB,MQ3,JUN,4,4,otro,profesor,cercania,si,si,padre,2,4,0,si,si,si,si,no,si,1,4,2,1,0,3.4,6.4,6.7,NORMAL
Valparaiso,M,22,RUR,MQ3,JUN,4,4,profesor,profesor,curriculo,si,no,otro,1,4,3,si,si,si,si,no,no,5,5,1,5,26,6.4,4.9,7,BAJO
La Serena,M,25,RUR,MI3,SEP,4,3,profesor,salud,cercania,no,si,otro,4,3,1,no,no,no,si,no,si,4,1,2,3,28,4.3,3.9,3.9,ALTO
La Serena,F,25,URB,MI3,JUN,2,3,en_casa,salud,cercania,si,si,padre,1,1,0,si,no,si,si,no,no,4,4,2,3,14,4.9,4.8,4.7,ALTO
Valparaiso,F,21,URB,MQ3,JUN,4,1,profesor,otro,curriculo,no,no,padre,4,1,3,no,no,no,si,si,no,3,4,1,3,23,4.9,4.8,4.7,ALTO
Valparaiso,M,22,URB,MI3,SEP,3,3,profesor,en_casa,otro,si,no,madre,3,2,0,si,si,no,si,no,no,3,2,5,5,9,6.1,3.1,7,BAJO
Valparaiso,F,21,RUR,MI3,SEP,3,3,otro,salud,otro,si,no,otro,4,1,3,no,no,no,si,si,si,3,3,2,1,22,3.9,6.1,6.1,MUYBAJO
La Serena,M,20,RUR,MI3,SEP,3,0,en_casa,servicios,otro,si,no,padre,3,2,0,si,no,no,no,si,no,2,3,4,2,19,6.4,3.4,5.4,BAJO
Valparaiso,F,23,RUR,MI3,JUN,1,3,en_casa,servicios,curriculo,si,si,otro,1,2,3,no,si,si,si,si,si,3,1,4,2,15,3.4,2.8,3.6,NORMAL
Valparaiso,F,18,RUR,MI3,JUN,0,1,en_casa,en_casa,reputacion,no,no,padre,1,1,1,no,si,no,no,no,no,3,1,2,1,2,3.4,1,3.7,NORMAL
La Serena,M,19,RUR,MQ3,SEP,3,0,profesor,servicios,otro,no,no,madre,1,4,3,no,si,si,no,si,si,5,1,2,5,16,1.9,3.7,3.7,BAJO
La Serena,M,22,URB,MI3,JUN,4,1,profesor,servicios,otro,no,no,padre,2,1,2,si,no,no,no,no,si,3,4,2,3,15,6.7,4.8,5.2,BAJO
Valparaiso,F,23,RUR,MQ3,JUN,1,2,otro,servicios,reputacion,si,no,otro,4,1,1,no,no,no,si,si,no,4,1,3,5,25,6.4,3.8,5.8,BAJO
Valparaiso,M,19,URB,MI3,JUN,4,1,en_casa,en_casa,curriculo,no,si,otro,3,4,0,si,no,si,si,si,si,5,2,4,3,12,5.2,3.1,4.4,BAJO
Valparaiso,M,21,RUR,MI3,SEP,1,3,servicios,profesor,cercania,no,no,padre,4,3,1,no,si,si,no,no,no,3,5,1,3,2,3.3,3.2,3.6,ALTO
La Serena,F,21,RUR,MI3,JUN,0,4,otro,salud,reputacion,si,si,padre,3,3,3,si,no,si,no,no,no,5,4,3,5,11,3.7,3.9,3.2,ALTO
La Serena,F,23,URB,MQ3,SEP,3,4,salud,salud,curriculo,si,no,otro,2,4,3,si,si,si,si,si,no,4,5,2,1,28,4.2,4.1,3.6,ALTO
Valparaiso,F,22,RUR,MQ3,JUN,3,1,otro,otro,cercania,no,si,madre,1,2,0,si,si,no,si,si,no,2,2,1,5,6,6.7,4,6.2,NORMAL
Valparaiso,M,25,RUR,MI3,JUN,1,0,otro,en_casa,reputacion,no,no,madre,1,4,1,no,si,no,si,si,si,5,5,4,4,18,6.4,4.3,4.9,NORMAL
Valparaiso,F,22,RUR,MQ3,SEP,1,4,servicios,profesor,curriculo,si,no,otro,4,1,2,no,si,si,no,no,si,5,5,1,1,24,5.2,4.3,5.2,BAJO
Valparaiso,M,19,URB,MQ3,JUN,3,3,salud,salud,otro,no,si,otro,4,2,1,si,no,si,no,si,no,1,3,4,2,15,3.1,4.6,3.7,NORMAL
Valparaiso,M,23,RUR,MQ3,SEP,0,3,otro,profesor,curriculo,no,no,padre,2,4,2,si,si,si,si,no,si,4,5,1,1,4,4.9,4.8,4.7,ALTO
La Serena,F,18,URB,MQ3,SEP,3,3,otro,en_casa,otro,si,si,padre,4,4,1,no,si,si,si,si,no,2,1,5,5,25,6.1,5.5,6.7,BAJO
Valparaiso,F,23,URB,MI3,SEP,3,1,salud,servicios,cercania,no,no,padre,4,4,1,si,si,no,no,si,si,2,4,1,4,26,2.2,2.5,2.4,BAJO
Valparaiso,F,21,URB,MQ3,SEP,2,3,en_casa,salud,cercania,si,no,otro,2,2,0,si,si,si,no,si,no,1,4,2,2,11,3.4,5.5,4.9,BAJO
Valparaiso,F,20,RUR,MI3,JUN,4,0,salud,otro,reputacion,si,si,otro,2,4,1,si,si,no,no,no,si,1,3,4,2,19,3.3,3.5,3.9,ALTO
Valparaiso,M,18,RUR,MI3,SEP,4,4,salud,salud,cercania,no,si,otro,3,3,2,si,si,no,si,si,si,3,1,2,3,1,3.7,3.7,3.3,MUYALTO
La Serena,M,19,RUR,MQ3,JUN,3,3,en_casa,salud,curriculo,no,si,otro,3,2,3,si,si,si,no,no,si,3,2,5,5,25,3.6,4.2,3.5,ALTO
Valparaiso,F,21,URB,MQ3,JUN,4,0,otro,otro,otro,si,no,madre,4,2,0,si,no,si,no,no,no,1,4,1,1,75,1.6,1.7,2.1,ALTO
Valparaiso,F,19,RUR,MQ3,SEP,4,3,salud,salud,reputacion,no,si,madre,4,4,3,no,si,no,si,si,no,3,5,2,4,4,5.5,4.3,6.4,NORMAL
La Serena,M,22,URB,MI3,SEP,4,2,profesor,servicios,curriculo,no,no,otro,3,3,2,si,no,si,si,no,si,1,1,3,2,16,6.7,4,5.6,BAJO
La Serena,F,25,URB,MQ3,SEP,3,3,salud,profesor,curriculo,no,no,otro,1,4,2,si,no,si,si,no,no,4,3,2,5,10,6.1,4.6,5.1,NORMAL
Valparaiso,M,18,URB,MI3,SEP,3,4,profesor,en_casa,curriculo,si,si,padre,4,3,2,no,si,no,si,si,no,5,3,1,5,26,4.9,4.8,4.7,ALTO
Valparaiso,M,25,URB,MI3,JUN,1,2,otro,servicios,reputacion,no,no,madre,1,3,1,no,no,no,si,no,no,4,2,5,2,75,1.8,2.1,2.2,BAJO
Valparaiso,M,22,RUR,MI3,JUN,4,0,profesor,otro,curriculo,si,no,madre,3,2,0,si,si,si,si,si,si,3,4,2,2,24,2.8,6.7,4.5,BAJO
La Serena,F,19,RUR,MQ3,SEP,3,2,otro,en_casa,otro,no,no,otro,1,3,2,no,si,si,no,si,si,5,1,1,4,21,4.9,6.7,6.1,MUYBAJO
La Serena,M,20,URB,MQ3,SEP,3,4,profesor,salud,cercania,no,no,padre,2,1,1,no,si,si,si,si,no,1,2,3,2,19,4.9,3.6,5.2,BAJO
Valparaiso,F,18,URB,MQ3,SEP,0,4,otro,en_casa,otro,no,no,padre,2,3,2,no,no,si,si,no,no,2,5,5,3,3,5.8,4.9,5.1,NORMAL
La Serena,M,23,URB,MI3,SEP,3,2,profesor,en_casa,curriculo,no,si,madre,3,3,1,si,no,no,si,no,no,4,3,5,4,5,1.9,4.3,3.2,NORMAL
Valparaiso,F,22,RUR,MI3,SEP,3,3,profesor,salud,cercania,no,si,padre,3,3,3,no,no,si,si,si,no,5,2,1,1,14,3.1,5.2,6.7,NORMAL
Valparaiso,M,22,URB,MI3,JUN,0,3,otro,profesor,reputacion,si,no,madre,4,4,1,si,si,no,no,no,si,2,2,1,1,12,3.7,4.1,3.6,ALTO
La Serena,M,18,URB,MQ3,JUN,2,3,en_casa,profesor,curriculo,si,no,padre,3,4,2,no,si,si,no,si,no,3,3,3,5,25,2.8,5.8,4.6,BAJO
La Serena,F,20,URB,MQ3,SEP,2,4,otro,salud,otro,si,no,padre,3,4,0,no,si,no,no,no,no,4,3,1,5,4,4.3,3.4,5.8,MUYBAJO
Valparaiso,M,18,RUR,MI3,SEP,0,0,otro,servicios,reputacion,no,si,otro,4,2,1,si,si,si,si,no,si,3,3,2,4,15,3.4,3.7,5.8,BAJO
